show_id,type,title,director,cast,country,release_year,duration,listed_in
s4770,movie,GODZILLA City on the Edge of Battle,Kobun Shizuno; Hiroyuki Seshita,Mamoru Miyano; Takahiro Sakurai; Kana Hanazawa; Tomokazu Sugita; Yuki Kaji; Junichi Suwabe; Reina Ueda; Ari Ozawa; Daisuke Ono; Kenta Miyake; Kenyu Horiuchi; Kazuya Nakai; Kazuhiro Yamaji,Japan,2018,101 min,Action & Adventure; Anime Features; International Movies
s4209,movie,GODZILLA The Planet Eater,Kobun Shizuno; Hiroyuki Seshita,Mamoru Miyano; Takahiro Sakurai; Kana Hanazawa; Tomokazu Sugita; Yuki Kaji; Junichi Suwabe; Reina Ueda; Ari Ozawa; Daisuke Ono; Kenta Miyake; Kenyu Horiuchi; Kazuya Nakai; Kazuhiro Yamaji,Japan,2018,91 min,Action & Adventure; Anime Features; International Movies
s4999,movie,Gad Elmaleh: American Dream,Michael Simon,Gad Elmaleh,United States,2018,58 min,Stand-Up Comedy
s4971,movie,Game Over; Man!,Kyle Newacheck,Adam DeVine; Anders Holm; Blake Anderson; Utkarsh Ambudkar; Aya Cash; Neal McDonough; Daniel Stern; Jamie Demetriou; Rhona Mitra; Sam Richardson; Steve Howey; Mac Brandt; Geno Segers; Roe Hartrampf,United States,2018,102 min,Action & Adventure; Comedies
s4667,movie,Garbage,Qaushiq Mukherjee,Tanmay Dhanania; Trimala Adhikari; Satarupa Das; Satchit Puranik; Gitanjali Dang; Shruti Viswan; Nikhil Chopra; Krish Moitra,India,2018,109 min,Dramas; Independent Movies; International Movies
s3843,movie,Gatao 2: Rise of the King,Yen Cheng-kuo,Collin Chou; Jason Wang; Jack Kao; Tsai Chen-nan; Lu Hsueh-feng; Peng Sun,Taiwan,2018,126 min,Action & Adventure; Dramas; International Movies
s6833,movie,Gemini,P.K. Baaburaaj,Esther Anil; Sijoy Varghese; Renji Panicker; Thanusree Ghosh; Sasi Kalinga; Kishore Sathya; Sethu Lakshmi; Rosin Jolly,India,2018,130 min,Dramas
s4095,movie,Genius,Suseenthiran,Roshan; Priyaa Lal; Aadukalam Naren; Singam Puli; Meera Krishnan; Jayaprakash,India,2018,96 min,Dramas; Independent Movies; International Movies
s4006,movie,Girl,Lukas Dhont,Victor Polster; Arieh Worthalter; Oliver Bodart; Tijmen Govaerts; Katelijne Damen; Valentijn Dhaenens; Magali Elali; Alice de Broqueville; Chris Thys; Angelo Tijssens,Netherlands; Belgium,2018,106 min,Dramas; International Movies; Lgbtq Movies
s4493,movie,Gnome Alone,Peter Lepeniotis,Becky G.; Josh Peck; Tara Strong; Olivia Holt; David Koechner; Jeff Dunham; Patrick Stump; Nash Grier; Madison De La Garza; George Lopez,United Kingdom; Canada; United States; Cayman Islands,2018,86 min,Children & Family Movies; Comedies
s6859,movie,God Bless the Broken Road,Harold Cronk,Patrika Darbo; Kim Delaney; Jordin Sparks; Makenzie Moss; Liam Matthews; Andrew W. Walker; Lindsay Pulsipher; Gary Grubbs; Robin Givens; Arthur Cartwright,United States,2018,111 min,Children & Family Movies; Dramas; Faith & Spirituality
s1108,movie,God Calling,BB Sasore,Zainab Balogun; Karibi Fubara; Diana Egwuatu; Richard Mofe-Damijo; Tina Mba; Onyeka Onwenu; Nkem Owoh; Patrick Diabuah; Ademola Adedoyin; Bikiya Graham Douglas,Nigeria,2018,120 min,Dramas; Faith & Spirituality; International Movies
s6863,movie,God's Not Dead: A Light in Darkness,Michael Mason,David A.R. White; John Corbett; Shane Harper; Ted McGinley; Jennifer Taylor; Benjamin A. Onyango; Tatum O'Neal; Cissy Houston,United States,2018,106 min,Dramas; Faith & Spirituality
s4771,movie,Going for Gold,Clay Glen,Kelli Berglund; Emily Morris; Terry Rogers; Jess Kuss; Jo Stone; Elysia Markou; Daisy Anderson; Ruth Natalie Fallon; Henry Turczynowicz; Martha Lott,Australia,2018,88 min,Children & Family Movies; Dramas; International Movies
s5969,movie,Goli Soda 2,Vijay Milton,Samuthirakani; Bharath Seeni; Vinoth; Esakki Barath; Chemban Vinod Jose; Gautham Menon; Krisha Kurup; Subiksha,India,2018,128 min,Action & Adventure; Dramas; International Movies
s6873,movie,Gone are the Days,Mark Landre Gould,Lance Henriksen; Tom Berenger; Meg Steedle; Danny Trejo,United States,2018,100 min,Independent Movies
s1889,movie,Good Game: The Beginning,Umut Aral,Mert Yazcolu; Afra Saraolu; Yiit Kirazc; Orkun Itmak; Bahar ahin; Tolga Canbeyli; Bada Oh Deniz; Hakan Kurta; Doa Yildiz,Turkey,2018,115 min,Dramas; International Movies; Sports Movies
s6884,movie,Goosebumps 2: Haunted Halloween,Ari Sandel,Jeremy Ray Taylor; Madison Iseman; Caleel Harris; Wendi McLendon-Covey; Chris Parnell; Ken Jeong; Jack Black,United States; United Kingdom,2018,90 min,Children & Family Movies; Comedies
s4165,movie,Goyo: The Boy General,Jerrold Tarog,Paulo Avelino; Carlo Aquino; Arron Villaflor; Mon Confiado; Gwen Zamora; Jeffrey Quizon; Alvin Anson; Empress Schuck; Perla Bautista; Benjamin Alves,Philippines,2018,150 min,Dramas; International Movies
s4933,movie,Greg Davies: You Magnificent Beast,Peter Orton,Greg Davies,United Kingdom,2018,66 min,Stand-Up Comedy
s1545,movie,Grizzlies,Miranda de Pencier,Ben Schnetzer; Emerald MacDonald; Booboo Stewart; Will Sasso; Paul Nutarariaq; Ricky Marty-Pahtaykan; Tantoo Cardinal; Eric Schweig,Canada,2018,106 min,Dramas; Independent Movies; Sports Movies
s1323,movie,Growing up and other problems,Clara Martnez-Lzaro,Silvia Alonso; Brbara Goenaga; Mara Esteve; Vito Sanz; Francesco Carril,Spain,2018,91 min,Comedies; Dramas; International Movies
s4468,movie,Gun City,Dani de la Torre,Luis Tosar; Michelle Jenner; Vicente Romero; Manolo Solo; Paco Tous; Adriana Torrebejano; Pep Tosar; Jaime Lorente; Ernesto Alterio; Fernando Cayo,Spain; France,2018,126 min,Dramas; International Movies; Thrillers
s245,movie,Gunshot,Karim El Shenawy,Ahmed El Fishawy; Ruby; Mohamed Mamdouh; Ahmed Malek; Asmaa Abulyazeid; Samy Maghawry; Safaa El-Toukhy; Ahmed Kamal; Arfa Abdel Rassoul; Hana Shiha,Unknown,2018,96 min,Dramas; International Movies; Thrillers
s4032,movie,Hajwala 2: Mysterious Mission,Ibrahim Bin Mohamed; Hasan Aljaberi,Hussain Al Hosani; Ali Almarzouqi; Abdullah Al Yousef; Omar Al Hafidh; Meral Niazi; Yaser Hassan; Fatema Almansoori; Ahmed El Mohammdi,United Arab Emirates,2018,116 min,Action & Adventure; Comedies; International Movies
s4392,movie,Halkaa,Nila Madhab Panda,Tathastu; Aryan Preet; Ranvir Shorey; Paoli Dam; Kumud Mishra; Devender Chaudhary; Shrikant Verma,India,2018,111 min,Comedies; Dramas; Independent Movies
s3823,movie,Hamid,Aijaz Khan,Talha Arshad Reshi; Rasika Dugal; Vikas Kumar; Sumit Kaul; Bashir Lone; Gurveer Singh; Ashraf Nagoo; Mir Sarvar,India,2018,108 min,Dramas; Independent Movies; International Movies
s4824,movie,Hannah Gadsby: Nanette,Madeleine Parry; Jon Olb,Hannah Gadsby,Australia,2018,70 min,Stand-Up Comedy
s5395,movie,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,Hans Teeuwen,Netherlands,2018,86 min,Stand-Up Comedy
s4148,movie,Hantu Kak Limah,Mamat Khalid,Awie; Arab Khalid; Sharwani Ns; Tj Isa; Delimawati; Zul Ariffin; Uqasha Senrose; Ropie Cecupak,Malaysia,2018,110 min,Comedies; Horror Movies; International Movies
s4961,movie,Happy Anniversary,Jared Stern,Nol Wells; Ben Schwartz; Joe Pantoliano; Annie Potts; Rahul Kohli; Kristin Bauer van Straten; David Walton; Leonardo Nam; Kate Berlant,United States,2018,78 min,Comedies; Romantic Movies
s4356,movie,Happy as Lazzaro,Alice Rohrwacher,Adriano Tardiolo; Agnese Graziani; Alba Rohrwacher; Luca Chikovani; Tommaso Ragno; Sergi Lpez; Natalino Balasso; Carlo Tarmati; Pasqualina Scuncia; Nicoletta Braschi,Italy; Switzerland; France; Germany,2018,127 min,Dramas; Independent Movies; International Movies
s4871,movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,Hari Kondabolu,United States,2018,67 min,Stand-Up Comedy
s5072,movie,Harith Iskander: I Told You So,Michael McKay,Harith Iskander,United States,2018,62 min,Stand-Up Comedy
s6940,movie,Haunting on Fraternity Row,Brant Sersen,Jacob Artist; Jayson Blair; Shanley Caswell; Claudia Lee; Ashton Moio; Cameron Moulene; Molly Tarlov; Chester Rushing,United States,2018,99 min,Horror Movies; Independent Movies
s6946,movie,He's Out There,Quinn Lasher,Yvonne Strahovski; Anna Pniowsky; Abigail Pniowsky; Ryan McDonald; Justin Bruening; Julian Bailey,United States,2018,89 min,Horror Movies; Thrillers
s6947,movie,Head Count,Elle Callahan,Isaac Jay; Ashleigh Morghan; Bevin Bru; Billy Meade; Hunter Peterson; Chelcie May; Tory Freeth; Michael Herman; Amaka Obiechie; Sam Marra; Cooper Rowe,United States,2018,90 min,Horror Movies; Independent Movies
s1368,movie,Hell Fest,Gregory Plotkin,Amy Forsyth; Reign Edwards; Bex Taylor-Klaus; Tony Todd; Christian James; Matt Mercurio; Michael Tourek; Courtney Dietz; Stephen Conroy,United States,2018,89 min,Horror Movies
s6960,movie,Her Only Choice,Christel Gibson,Denise Boutte; Timon Kyle Durrett; Leon; Tamara Tunie; Vanessa Bell Calloway; Tiffany Snow; Keith Arthur Bolden; Elise Neal; Jeryl Prescott,United States,2018,87 min,Dramas
s4155,movie,High Society,Byun Hyuk,Park Hae-il; Su Ae; Yoon Je-moon; Ra Mi-ran; Lee Jin-wook; Kim Gyu-sun; Han Ju-yeong; Kim Hae-gon; Nam Moon-cheol; Jang So-yeon,South Korea,2018,137 min,Dramas; International Movies
s3713,movie,Hikaru Utada Laughter in the Dark Tour 2018,Unknown,Hikaru Utada,Japan,2018,141 min,International Movies; Music & Musicals
s4620,movie,Hold the Dark,Jeremy Saulnier,Jeffrey Wright; Alexander Skarsgrd; James Badge Dale; Riley Keough; Julian Black Antelope; Tantoo Cardinal; Macon Blair; Jonathan Whitesell; Peter McRobbie,United States,2018,126 min,Action & Adventure; Dramas
s3339,movie,Holly Star,Michael A. Nickles,Katlyn Carlson; Brian Muller; Teya Patt; Pamela Chabora,United States,2018,92 min,Children & Family Movies; Comedies; Romantic Movies
s1696,movie,Hometown Holiday,Justin G. Dyck,Sarah Troyer; Bradley Hamilton; Kevin McGarry; Samantha Gracie,Canada,2018,84 min,Romantic Movies
s6992,movie,Honey: Rise Up and Dance,Bille Woodruff,Teyana Taylor; Sierra Aylina McClain; Bryshere Gray,United States,2018,100 min,Dramas
s6994,movie,Hope Aur Hum,Sudip Bandyopadhyay,Naseeruddin Shah; Kabir Sajid; Sonali Kulkarni; Amir Bashir; Naveen Kasturia; Neha Chauhan; Virti Vaghani,India,2018,95 min,Children & Family Movies; Comedies; Dramas
s6995,movie,Hope Springs Eternal,Jack C. Newell,Mia Rose Frampton; Beth Lacke; Stony Blyden; Juliette Angelo; Lauren Giraldo; Beau Brooks; Pej Vahdat,United States,2018,79 min,Dramas
s7009,movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,Adam Sandler; Selena Gomez; Kevin James; Kathryn Hahn; Andy Samberg; David Spade; Steve Buscemi; Fran Drescher; Molly Shannon; Mel Brooks; Keegan-Michael Key,United States,2018,97 min,Children & Family Movies; Comedies
s4774,movie,How It Ends,David M. Rosenthal,Theo James; Forest Whitaker; Kat Graham; Nicole Ari Parker; Mark O'Brien; Grace Dove,United States,2018,113 min,Action & Adventure; Sci-Fi & Fantasy
s1253,movie,How to Be Really Bad,Marco Petry,Emma Bading; Janina Fautz; Ludwig Simon; Samuel Finzi; Emilio Sakraya; Oliver Korittke; Alwara Hfels; Matilda Marz; Amina Merai; Johann von Blow; Axel Stein; Theo Trebs,Germany,2018,100 min,Comedies; International Movies
s4487,movie,How to Get Over a Breakup,Joanna Lombardi; Bruno Ascenzo,Gisela Ponce de Len; Karina Jordn; Jely Retegui; Andrs Salas; Christopher Von Uckermann; Carlos Carln,Peru,2018,104 min,Comedies; International Movies; Romantic Movies
s7032,movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,"Roy Haylock; Rachel Dratch; Brian McCook; D.J. ""Shangela"" Pierce; Doug Plaut; Cheyenne Jackson; Kristen Johnston; Heather McDonald; Wanda Sykes; Janeane Garofalo",United States,2018,85 min,Comedies; Independent Movies; Lgbtq Movies
s7039,movie,I Am Maris,Laura VanZee Taylor,Maris Degener,United States,2018,54 min,Documentaries
s7043,movie,I Am Vengeance,Ross Boyask,Stu Bennett; Anna Shaffer; Mark Griffin; Bryan Larkin; Kevin Leslie; Gary Daniels,United Kingdom,2018,93 min,Action & Adventure
s4930,movie,I Am not an Easy Man,Eleonore Pourriat,Vincent Elbaz; Marie-Sophie Ferdane; Pierre Benezit; Blanche Gardin; Celine Menville,France,2018,99 min,Comedies; International Movies; Romantic Movies
s4851,movie,Ibiza,Alex Richanbach,Gillian Jacobs; Vanessa Bayer; Phoebe Robinson; Richard Madden; Michaela Watkins; Flix Gmez,United States,2018,94 min,Comedies; Romantic Movies
s97,movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,Ronnie Van Zandt; Gary Rossington; Allen Collins; Leon Wilkeson; Bob Burns; Billy Powell; Ed King; Artimus Pyle; Steve Gaines; Johnny Van Zant,United States,2018,97 min,Documentaries; Music & Musicals
s4757,movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,2018,72 min,Stand-Up Comedy
s4494,movie,Illang: The Wolf Brigade,Kim Jee-woon,Gang Dong-won; Han Hyo-joo; Jung Woo-sung; Kim Mu-yeol; Han Ye-ri; Choi Min-ho; Shin Eun-soo; Kim Beop-rae; Lee Dong-ha; Jung Won-joong; Choi Jin-ho,South Korea,2018,140 min,Action & Adventure; International Movies; Sci-Fi & Fantasy
s3998,movie,Imago,Karan Shivajirao Chavan; Vikram Tanajirao Patil,Aishwarya Ghaydar; Amol Deshmukh; Adarsh Kurne; Vishwas Kamble; Neha Awati; Amaraja Patil; Rinkle Chopde; Shreyas Gurav,India,2018,97 min,Dramas; Independent Movies; International Movies
s4627,movie,In Darkness,Anthony Byrne,Natalie Dormer; Ed Skrein; Emily Ratajkowski; Neil Maskell; Jan Bijvoet; James Cosmo; Joely Richardson,United Kingdom; United States,2018,101 min,Independent Movies; International Movies; Thrillers
s3837,movie,In Family I Trust,Patricia Font,Clara Lago; lex Garca; Carmen Maura; Alexandra Jimnez; Paula Malia; Fernando Guallar; Carlos Cuevas,Spain,2018,98 min,Comedies; Dramas; International Movies
s3400,movie,In My Country,Frank Rajah Arase,Sam Dede; Bimbo Manuel; Okawa Shaznay; Shan George; Austin Enabulele; Precious Udoh,Unknown,2018,99 min,Dramas; International Movies
s7068,movie,Incredibles 2 (Spanish Version),Brad Bird,Vctor Trujillo; Consuelo Duval; Daro T. Pie; Leyla Rangel; Oliver Daz Barba; Dulce Guerrero; Eli Fucile; Martin Hernandez,United States,2018,118 min,Children & Family Movies; Comedies
s634,movie,Into the Wind,Sofie ustkov,Vladimr Polvka; Jenovfa Bokov; Maty eznek,Unknown,2018,76 min,Dramas; Independent Movies; International Movies
s7097,movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,James Lawrence,United States,2018,77 min,Documentaries; Sports Movies
s5038,movie,Irreplaceable You,Stephanie Laing,Gugu Mbatha-Raw; Michiel Huisman; Christopher Walken; Steve Coogan; Kate McKinnon; Jacki Weaver; Timothy Simons; Brian Tyree Henry; Alanna Masterson; Gayle Rankin; Tamara Tunie,United States,2018,96 min,Dramas; Romantic Movies
s1429,movie,Is Love Enough? Sir,Rohena Gera,Tillotama Shome; Vivek Gomber; Geetanjali Kulkarni; Rahul Vohra; Divya Seth; Chandrachoor Rai; Dilnaz Irani; Bhagyashree Pandit; Anupriya Goenka; Rashi Mal,India; France,2018,99 min,Dramas; Independent Movies; International Movies
s935,movie,JT LeRoy,Justin Kelly,Kristen Stewart; Laura Dern; Jim Sturgess; Diane Kruger; Kelvin Harrison Jr.; James Jagger; Courtney Love; David Brown,United Kingdom; Canada; United States,2018,109 min,Dramas; Independent Movies
s4809,movie,Jani Dueas: Grandes fracasos de ayer y hoy,Ral Campos; Jan Suter,Jani Dueas,Chile,2018,77 min,Stand-Up Comedy
s3603,movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,Khushboo Upadhyay; Rohit Kokate; Himanshu Kohli; Mohammed Shakir,India,2018,107 min,Dramas; Independent Movies; International Movies
s4474,movie,Jefe,Sergio Barrejn,Luis Callejo; Juana Acosta; Carlo D'Ursi; Josean Bengoetxea; Brbara Santa-Cruz; Maica Barroso; Adam Jezierski; Sergio Quintana,Spain; Portugal,2018,90 min,Comedies; Dramas; International Movies
s7128,movie,Jesus: Countdown to Calvary,Gerry Hoban,Hugh Bonneville,Ireland; United States; France,2018,53 min,Documentaries; Faith & Spirituality
s4775,movie,Jim Jefferies: This Is Me Now,Scott Zabielski,Jim Jefferies,United States,2018,71 min,Stand-Up Comedy
s3866,movie,Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,Lee Sun-kyun; Jeon So-nee; Park Hae-joon; Song Young-chang; Park Byung-eun; Lim Hyung-kuk; Kim Min-jae; Kwon Han-sol; Nam Mun-cheol; Lim Cheol-su,South Korea,2018,128 min,Dramas; International Movies; Thrillers
s4542,movie,Joe Rogan: Strange Times,Anthony Giordano,Joe Rogan,Unknown,2018,64 min,Stand-Up Comedy
s3872,movie,John & Yoko: Above Us Only Sky,Michael Epstein,John Lennon; Yoko Ono,United Kingdom,2018,90 min,Documentaries; Music & Musicals
s4413,movie,John Leguizamo's Latin History for Morons,Unknown,John Leguizamo,United States,2018,90 min,Stand-Up Comedy
s4891,movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,John Mulaney,United States,2018,65 min,Stand-Up Comedy
s3820,movie,Jonaki,Aditya Vikram Sengupta,Lolita Chatterjee; Sumanto Chattopadhyay; Ratnabali Bhattacharjee; Jim Sarbh; Indrajit Sinha; Sandershika Tamang; Arunima Sinha; Satya Priya Chakraborty; Christel Das; Burjor Patel,India,2018,96 min,Dramas; Independent Movies; International Movies
s7140,movie,Jonathan,Bill Oliver,Ansel Elgort; Suki Waterhouse; Douglas Hodge; Patricia Clarkson; Matt Bomer; Souleymane Sy Savane; Shunori Ramanathan; Joe Egender,United States,2018,101 min,Dramas; Independent Movies; Sci-Fi & Fantasy
s4174,movie,Just Love,Andy Caballero; Diego Corsini,Franco Masini; Yamila Saud; Victorio D'Alessandro; Andrea Frigerio; Gerardo Romano; Bautista Lena; Josefina Ramrez; Noel Schajris; Diana Hernndez; Daniela Aita,Argentina,2018,96 min,Dramas; International Movies; Music & Musicals
s5079,movie,Katt Williams: Great America,Unknown,Katt Williams,United States,2018,60 min,Stand-Up Comedy
s5050,movie,Kavin Jay: Everybody Calm Down!,Michael McKay,Kavin Jay,Unknown,2018,53 min,Stand-Up Comedy
s4920,movie,Kevin James: Never Don't Give Up,Andy Fickman,Kevin James,United States,2018,62 min,Stand-Up Comedy
s4577,movie,Khido Khundi,Rohit Jugraj,Ranjit Bawa; Mandy Takhar; Manav Vij; Elnaaz Norouzi; Mahavir Bhullar; Guggu Gill; Seema Kaushal; Sukhbir Singh,India,2018,151 min,Dramas; International Movies; Sports Movies
s7191,movie,Kia and Cosmos,Sudipto Roy,Ritwika Pal; Swastika Mukherjee; Joy Sengupta,India,2018,124 min,Dramas; Independent Movies; International Movies
s74,movie,King of Boys,Kemi Adetiba,"Sola Sobowale; Adesua Etomi; Remilekun ""Reminisce"" Safaru; Tobechukwu ""iLLbliss"" Ejiofor; Toni Tones; Paul Sambo; Jide Kosoko; Sharon Ooja",Nigeria,2018,182 min,Dramas; International Movies
s4790,movie,King of Peking,Sam Voutas,Zhao Jun; Wang Naixun; Han Qing; Si Chao; Geng Bowen; Yi Long,China; United States; Australia,2018,88 min,Comedies; Dramas; International Movies
s4922,movie,Kodachrome,Mark Raso,Ed Harris; Jason Sudeikis; Elizabeth Olsen,Canada; United States,2018,105 min,Comedies; Dramas
s4211,movie,Komola Rocket,Noor Imran Mithu,Tauquir Ahmed; Mosharraf Karim; Joyraj; Samia Said; Dominic Gomez,Bangladesh,2018,95 min,Dramas; Independent Movies; International Movies
s4668,movie,Kuch Bheege Alfaaz,Onir,Geetanjali Thapa; Zain Khan Durrani; Shray Rai Tiwari; Mona Ambegaonkar; Chandreyee Ghosh; Barun Chanda; Saheb Bhattacharjee; Shefali Chauhan,India,2018,110 min,Dramas; Independent Movies; International Movies
s4516,movie,Kuntilanak,Rizal Mantovani,Sandrinna M Skornicki; Aurlie Moeremans; Fero Walandouw; Andryan Bima; Ciara Nadine Brosnan; Ali Fikry; Adlu Fahrezy; Nena Rosier; Naufal Ho; Aqi Singgih,Indonesia,2018,106 min,Horror Movies; International Movies
s7290,movie,LEGO House - Home of the Brick,Anders Falck; Stinus Morell Vithner,Bjarke Ingels,Unknown,2018,48 min,Documentaries; International Movies
s4140,movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,James Mathis III; Keston John; Yvette Nicole Brown; Daisy Lightfoot; Isaac C. Singleton Jr.; Trevor Devall; Liam O'Brien; Mick Wingert; Fred Tatasciore; Laura Bailey,United States,2018,22 min,Children & Family Movies
s3869,movie,Laatu,Manav Shah,Gagan Kokri; Aditi Sharma; Karamjit Anmol; Sardar Sohi; Anita Devgan; Ashish Duggal; Nisha Bano; Harby Sangha; Rahul Jungral; Prakash Gadhu,India,2018,116 min,Comedies; Dramas; International Movies
s7264,movie,Lady-Like,Unknown,Allie Gallerani; Beverly D'Angelo; Olivia Luccardi; Stephanie Simbari; Nick Clark; Brian Wiles,United States,2018,83 min,Comedies; Independent Movies
